GEMS Station Number;Sample Date;Sample Time;Depth;Parameter Code;Analysis Method Code;Value Flags;Value;Unit;Data Quality;Status
KEN00008;1985-07-11;12:00;0.0;Cl-Dis;T-COL-Hg-NO3-2;;9.0;mg/l;Fair;
KEN00008;1985-07-11;12:00;0.0;K-Dis;FPD;;2.3;mg/l;Fair;
KEN00008;1985-07-11;12:00;0.0;Mn-Dis;FAAS-AAc-D;;0.3;mg/l;Fair;
KEN00008;1985-08-13;12:00;0.0;Fe-Dis;FAAS-AAc-D;;0.05;mg/l;Fair;
KEN00008;1985-08-13;12:00;0.0;Cl-Dis;T-COL-Hg-NO3-2;;4.0;mg/l;Fair;
KEN00008;1985-08-13;12:00;0.0;SO4-Dis;SO4-TURB;;8.0;mg/l;Fair;
KEN00008;1985-08-13;12:00;0.0;TRP;COL-SnCl;;0.57;mg/l;Fair;
KEN00008;1985-08-13;12:00;0.0;pH;pH-POT-25;;8.6;---;Fair;
KEN00008;1985-08-13;12:00;0.0;Alk-Tot;Alk-T-POT-TE-Auto;;6.8;mg/l;Fair;
KEN00008;1985-08-13;12:00;0.0;NH3N;COL-PHE-APHA1976;;0.2;mg/l;Fair;
KEN00008;1985-08-13;12:00;0.0;NO3N;COL-BRU;;1.0;mg/l;Fair;
KEN00008;1985-08-13;12:00;0.0;NO2N;COL-AZO;;0.012;mg/l;Fair;
KEN00008;1985-08-13;12:00;0.0;EC;EC-CND-Pt;;14.55;µS/cm;Fair;
KEN00008;1986-03-27;12:00;0.0;EC;EC-CND-Pt;;16.0;µS/cm;Fair;
KEN00008;1986-03-27;12:00;0.0;NO2N;COL-AZO;;0.01;mg/l;Fair;
KEN00008;1986-03-27;12:00;0.0;NO3N;COL-BRU;<;0.01;mg/l;Fair;
KEN00008;1986-03-27;12:00;0.0;F-Dis;F-ISE;;0.95;mg/l;Fair;
KEN00008;1986-03-27;12:00;0.0;Alk-Tot;Alk-T-POT-TE-Auto;;66.0;mg/l;Fair;
KEN00008;1986-03-27;12:00;0.0;pH;pH-POT-25;;8.2;---;Fair;
KEN00008;1986-03-27;12:00;0.0;Na-Dis;FAAS-AAc-D;;18.0;mg/l;Fair;
KEN00008;1986-03-27;12:00;0.0;Mg-Dis;T-COL-EDTA-EBT;;3.0;mg/l;Fair;
KEN00008;1986-03-27;12:00;0.0;SiO2-Rea;COL-HB;;11.0;mg/l;Fair;
KEN00008;1986-03-27;12:00;0.0;TRP;COL-SnCl;;0.02;mg/l;Fair;
KEN00008;1986-03-27;12:00;0.0;SO4-Dis;SO4-TURB;;1.7;mg/l;Fair;
KEN00008;1986-03-27;12:00;0.0;Cl-Dis;T-COL-Hg-NO3-2;;9.0;mg/l;Fair;
KEN00008;1986-03-27;12:00;0.0;K-Dis;FPD;;5.0;mg/l;Fair;
KEN00008;1986-03-27;12:00;0.0;Ca-Dis;T-COL-EDTA-HNB;;3.1;mg/l;Fair;
KEN00008;1986-03-27;12:00;0.0;Mn-Dis;FAAS-AAc-D;;0.07;mg/l;Fair;
KEN00008;1986-03-27;12:00;0.0;Fe-Dis;FAAS-AAc-D;;0.6;mg/l;Fair;
KEN00008;1986-03-27;12:00;0.3;EC;EC-CND-Pt;;160.0;µS/cm;Fair;
KEN00008;1986-03-27;12:00;0.3;TEMP;TEMP-THERMISTOR;;21.0;°C;Fair;
KEN00008;1986-03-27;12:00;0.3;NO2N;COL-AZO;;0.01;mg/l;Fair;
KEN00008;1986-03-27;12:00;0.3;NO3N;COL-BRU;<;0.01;mg/l;Fair;
KEN00008;1986-03-27;12:00;0.3;F-Dis;F-ISE;;0.95;mg/l;Fair;
KEN00008;1986-03-27;12:00;0.3;Alk-Tot;Alk-T-POT-TE-Auto;;66.0;mg/l;Fair;
KEN00008;1986-03-27;12:00;0.3;pH;pH-POT-25;;8.2;---;Fair;
KEN00008;1986-03-27;12:00;0.3;Na-Dis;FAAS-AAc-D;;18.0;mg/l;Fair;
KEN00008;1986-03-27;12:00;0.3;Mg-Dis;T-COL-EDTA-EBT;;3.0;mg/l;Fair;
KEN00008;1986-03-27;12:00;0.3;SiO2-Rea;COL-HB;;11.0;mg/l;Fair;
KEN00008;1986-03-27;12:00;0.3;TRP;COL-SnCl;;0.02;mg/l;Fair;
KEN00008;1986-03-27;12:00;0.3;TP;COL-SnCl-SA-PPS;;0.02;mg/l;Fair;
KEN00008;1986-03-27;12:00;0.3;SO4-Dis;SO4-TURB;;1.7;mg/l;Fair;
KEN00008;1986-03-27;12:00;0.3;Cl-Dis;T-COL-Hg-NO3-2;;9.0;mg/l;Fair;
KEN00008;1986-03-27;12:00;0.3;K-Dis;FPD;;5.0;mg/l;Fair;
KEN00008;1986-03-27;12:00;0.3;Ca-Dis;T-COL-EDTA-HNB;;3.1;mg/l;Fair;
KEN00008;1986-03-27;12:00;0.3;Mn-Tot;FAAS-AAc-D-NA;;0.07;mg/l;Fair;
KEN00008;1986-03-27;12:00;0.3;Fe-Tot;FAAS-AAc-D-NA;;0.6;mg/l;Fair;
KEN00008;1986-03-27;12:00;0.3;Q-Inst;W-Q-GAUGE;;11.9;m³/s;Fair;
KEN00008;1987-02-10;12:00;0.3;EC;EC-CND-Pt;;90.0;µS/cm;Fair;
KEN00008;1987-02-10;12:00;0.3;TEMP;TEMP-THERMISTOR;;26.0;°C;Fair;
KEN00008;1987-02-10;12:00;0.3;NO2N;COL-AZO;;0.018;mg/l;Fair;
KEN00008;1987-02-10;12:00;0.3;NO3N;COL-BRU;;0.9;mg/l;Fair;
KEN00008;1987-02-10;12:00;0.3;F-Dis;F-ISE;;0.2;mg/l;Fair;
KEN00008;1987-02-10;12:00;0.3;Alk-Tot;Alk-T-POT-TE-Auto;;42.0;mg/l;Fair;
KEN00008;1987-02-10;12:00;0.3;pH;pH-POT-25;;8.0;---;Fair;
KEN00008;1987-02-10;12:00;0.3;TRP;COL-SnCl;;0.35;mg/l;Fair;
KEN00008;1987-02-10;12:00;0.3;Cl-Dis;T-COL-Hg-NO3-2;;4.0;mg/l;Fair;
KEN00008;1987-02-10;12:00;0.3;Mn-Tot;FAAS-AAc-D-NA;;0.1;mg/l;Fair;
KEN00008;1987-02-10;12:00;0.3;Fe-Tot;FAAS-AAc-D-NA;;0.08;mg/l;Fair;
KEN00008;1987-08-25;12:00;0.3;EC;EC-CND-Pt;;140.0;µS/cm;Fair;
KEN00008;1987-08-25;12:00;0.3;NO2N;COL-AZO;;0.03;mg/l;Fair;
KEN00008;1987-08-25;12:00;0.3;NO3N;COL-BRU;;1.5;mg/l;Fair;
KEN00008;1987-08-25;12:00;0.3;Alk-Tot;Alk-T-D1067-B;;74.0;mg/l;Fair;
KEN00008;1987-08-25;12:00;0.3;pH;pH-POT-25;;7.8;---;Fair;
KEN00008;1987-08-25;12:00;0.3;TRP;COL-SnCl;;0.3;mg/l;Fair;
KEN00008;1987-08-25;12:00;0.3;Cl-Dis;T-COL-Hg-NO3-2;;1.0;mg/l;Fair;
KEN00009;1979-03-13;12:00;0.0;EC;EC-CND-Pt;;116.0;µS/cm;Fair;
KEN00009;1979-03-13;12:00;0.0;Alk-Tot;Alk-T-POT-TE-Auto;;50.0;mg/l;Fair;
KEN00009;1979-03-13;12:00;0.0;pH;pH-POT-25;;7.3;---;Fair;
KEN00009;1979-03-13;12:00;0.0;Mg-Dis;T-COL-EDTA-EBT;;5.2;mg/l;Fair;
KEN00009;1979-03-13;12:00;0.0;TRP;COL-SnCl;;0.048;mg/l;Fair;
KEN00009;1979-03-13;12:00;0.0;Cl-Dis;T-COL-Hg-NO3-2;;5.9;mg/l;Fair;
KEN00009;1979-03-13;12:00;0.0;Ca-Dis;T-COL-EDTA-HNB;;2.2;mg/l;Fair;
KEN00009;1979-03-13;12:00;0.0;Mn-Dis;FAAS-AAc-D;;9.2;mg/l;Fair;
KEN00009;1979-03-13;12:00;0.0;Fe-Dis;FAAS-AAc-D;;6.3;mg/l;Fair;
KEN00009;1981-01-22;12:00;0.0;EC;EC-CND-Pt;;300.0;µS/cm;Fair;
KEN00009;1981-01-22;12:00;0.0;O2-Dis;O2-ISE;;6.8;mg/l;Fair;
KEN00009;1981-01-22;12:00;0.0;Alk-Tot;Alk-T-POT-TE-Auto;;84.0;mg/l;Fair;
KEN00009;1981-01-22;12:00;0.0;pH;pH-POT-25;;7.2;---;Fair;
KEN00009;1981-01-22;12:00;0.0;Mg-Dis;T-COL-EDTA-EBT;;4.6;mg/l;Fair;
KEN00009;1981-01-22;12:00;0.0;Cl-Dis;T-COL-Hg-NO3-2;;16.3;mg/l;Fair;
KEN00009;1981-01-22;12:00;0.0;Ca-Dis;T-COL-EDTA-HNB;;7.1;mg/l;Fair;
KEN00009;1981-01-22;12:00;0.0;Mn-Dis;FAAS-AAc-D;;0.1;mg/l;Fair;
KEN00009;1981-01-22;12:00;0.0;Fe-Dis;FAAS-AAc-D;;2.4;mg/l;Fair;
KEN00009;1981-02-27;12:00;0.0;EC;EC-CND-Pt;;250.0;µS/cm;Fair;
KEN00009;1981-02-27;12:00;0.0;O2-Dis;O2-ISE;;6.8;mg/l;Fair;
KEN00009;1981-02-27;12:00;0.0;Alk-Tot;Alk-T-POT-TE-Auto;;86.0;mg/l;Fair;
KEN00009;1981-02-27;12:00;0.0;pH;pH-POT-25;;7.2;---;Fair;
KEN00009;1981-02-27;12:00;0.0;Mg-Dis;T-COL-EDTA-EBT;;4.7;mg/l;Fair;
KEN00009;1981-02-27;12:00;0.0;Cl-Dis;T-COL-Hg-NO3-2;;17.0;mg/l;Fair;
KEN00009;1981-02-27;12:00;0.0;Ca-Dis;T-COL-EDTA-HNB;;6.4;mg/l;Fair;
KEN00009;1981-02-27;12:00;0.0;Mn-Dis;FAAS-AAc-D;;0.3;mg/l;Fair;
KEN00009;1981-02-27;12:00;0.0;Fe-Dis;FAAS-AAc-D;;2.9;mg/l;Fair;
KEN00009;1982-05-13;12:00;0.0;EC;EC-CND-Pt;;200.0;µS/cm;Fair;
KEN00009;1982-05-13;12:00;0.0;F-Dis;F-ISE;;0.17;mg/l;Fair;
KEN00009;1982-05-13;12:00;0.0;Alk-Tot;Alk-T-POT-TE-Auto;;30.0;mg/l;Fair;
KEN00009;1982-05-13;12:00;0.0;pH;pH-POT-25;;7.2;---;Fair;
KEN00009;1982-05-13;12:00;0.0;Mg-Dis;T-COL-EDTA-EBT;;2.9;mg/l;Fair;
KEN00009;1982-05-13;12:00;0.0;Cl-Dis;T-COL-Hg-NO3-2;;3.9;mg/l;Fair;
KEN00009;1982-05-13;12:00;0.0;Ca-Dis;T-COL-EDTA-HNB;;7.2;mg/l;Fair;
KEN00009;1982-05-13;12:00;0.0;Mn-Dis;FAAS-AAc-D;;0.1;mg/l;Fair;
KEN00009;1982-05-13;12:00;0.0;Fe-Dis;FAAS-AAc-D;;7.5;mg/l;Fair;
KEN00009;1983-02-15;12:00;0.0;Ca-Dis;T-COL-EDTA-HNB;;8.8;mg/l;Fair;
KEN00009;1983-02-15;12:00;0.0;SO4-Dis;SO4-TURB;;2.2;mg/l;Fair;
KEN00009;1983-02-15;12:00;0.0;TRP;COL-SnCl;;0.02;mg/l;Fair;
KEN00009;1983-02-15;12:00;0.0;Mg-Dis;T-COL-EDTA-EBT;;6.3;mg/l;Fair;
KEN00009;1983-02-15;12:00;0.0;pH;pH-POT-25;;7.4;---;Fair;
KEN00009;1983-02-15;12:00;0.0;Alk-Tot;Alk-T-POT-TE-Auto;;62.0;mg/l;Fair;
KEN00009;1983-02-15;12:00;0.0;F-Dis;F-ISE;;0.2;mg/l;Fair;
KEN00009;1983-02-15;12:00;0.0;EC;EC-CND-Pt;;90.0;µS/cm;Fair;
KEN00009;1983-07-29;12:00;0.0;EC;EC-CND-Pt;;120.0;µS/cm;Fair;
KEN00009;1983-07-29;12:00;0.0;F-Dis;F-ISE;;0.18;mg/l;Fair;
KEN00009;1983-07-29;12:00;0.0;Alk-Tot;Alk-T-POT-TE-Auto;;42.0;mg/l;Fair;
KEN00009;1983-07-29;12:00;0.0;pH;pH-POT-25;;7.6;---;Fair;
KEN00009;1983-07-29;12:00;0.0;Mg-Dis;T-COL-EDTA-EBT;;4.9;mg/l;Fair;
KEN00009;1983-07-29;12:00;0.0;TRP;COL-SnCl;;0.02;mg/l;Fair;
KEN00009;1983-07-29;12:00;0.0;Cl-Dis;T-COL-Hg-NO3-2;;2.0;mg/l;Fair;
KEN00009;1983-07-29;12:00;0.0;Ca-Dis;T-COL-EDTA-HNB;;1.6;mg/l;Fair;
KEN00009;1984-02-07;12:00;0.0;EC;EC-CND-Pt;;140.0;µS/cm;Fair;
KEN00009;1984-02-07;12:00;0.0;F-Dis;F-ISE;;0.15;mg/l;Fair;
KEN00009;1984-02-07;12:00;0.0;Alk-Tot;Alk-T-POT-TE-Auto;;58.0;mg/l;Fair;
KEN00009;1984-02-07;12:00;0.0;pH;pH-POT-25;;7.8;---;Fair;
KEN00009;1984-02-07;12:00;0.0;Mg-Dis;T-COL-EDTA-EBT;;6.8;mg/l;Fair;
KEN00009;1984-02-07;12:00;0.0;TRP;COL-SnCl;;0.04;mg/l;Fair;
KEN00009;1984-02-07;12:00;0.0;SO4-Dis;SO4-TURB;;0.94;mg/l;Fair;
KEN00009;1984-02-07;12:00;0.0;Cl-Dis;T-COL-Hg-NO3-2;;6.0;mg/l;Fair;
KEN00009;1984-02-07;12:00;0.0;Ca-Dis;T-COL-EDTA-HNB;;8.0;mg/l;Fair;
KEN00009;1984-02-07;12:00;0.0;Mn-Dis;FAAS-AAc-D;;0.01;mg/l;Fair;
KEN00009;1984-02-07;12:00;0.0;Fe-Dis;FAAS-AAc-D;;2.0;mg/l;Fair;
KEN00009;1984-10-03;18:15;0.0;Fe-Tot;FAAS-AAc-D-NA;;0.15;mg/l;Fair;
KEN00009;1984-10-03;18:15;0.0;Cl-Dis;T-COL-Hg-NO3-2;;2.0;mg/l;Fair;
KEN00009;1984-10-03;18:15;0.0;pH;pH-POT-25;;7.4;---;Fair;
KEN00009;1984-10-03;18:15;0.0;Alk-Tot;Alk-T-POT-TE-Auto;;64.0;mg/l;Fair;
KEN00009;1984-10-03;18:15;0.0;NO3N;COL-BRU;;1.5;mg/l;Fair;
KEN00009;1984-10-03;18:15;0.0;EC;EC-CND-Pt;;120.0;µS/cm;Fair;
KEN00009;1985-06-11;12:00;0.0;EC;EC-CND-Pt;;110.0;µS/cm;Fair;
KEN00009;1985-06-11;12:00;0.0;F-Dis;F-ISE;;0.7;mg/l;Fair;
KEN00009;1985-06-11;12:00;0.0;Alk-Tot;Alk-T-POT-TE-Auto;;50.0;mg/l;Fair;
KEN00009;1985-06-11;12:00;0.0;pH;pH-POT-25;;7.0;---;Fair;
KEN00009;1985-06-11;12:00;0.0;Na-Dis;FAAS-AAc-D;;29.0;mg/l;Fair;
KEN00009;1985-06-11;12:00;0.0;Mg-Dis;T-COL-EDTA-EBT;;3.9;mg/l;Fair;
KEN00009;1985-06-11;12:00;0.0;SO4-Dis;SO4-TURB;<;0.3;mg/l;Fair;
KEN00009;1985-06-11;12:00;0.0;Cl-Dis;T-COL-Hg-NO3-2;;7.0;mg/l;Fair;
KEN00009;1985-06-11;12:00;0.0;K-Dis;FPD;;1.1;mg/l;Fair;
KEN00009;1985-06-11;12:00;0.0;Ca-Dis;T-COL-EDTA-HNB;;3.8;mg/l;Fair;
KEN00009;1985-06-11;12:00;0.0;Mn-Dis;FAAS-AAc-D;;0.2;mg/l;Fair;
KEN00009;1985-06-11;12:00;0.0;Fe-Dis;FAAS-AAc-D;;6.8;mg/l;Fair;
KEN00009;1985-08-08;12:00;0.0;EC;EC-CND-Pt;;95.0;µS/cm;Fair;
KEN00009;1985-08-08;12:00;0.0;NO2N;COL-AZO;;0.015;mg/l;Fair;
KEN00009;1985-08-08;12:00;0.0;NO3N;COL-BRU;;0.42;mg/l;Fair;
KEN00009;1985-08-08;12:00;0.0;NH3N;COL-PHE-APHA1976;;0.42;mg/l;Fair;
KEN00009;1985-08-08;12:00;0.0;Alk-Tot;Alk-T-POT-TE-Auto;;8.0;mg/l;Fair;
KEN00009;1985-08-08;12:00;0.0;pH;pH-POT-25;;7.5;---;Fair;
KEN00009;1985-08-08;12:00;0.0;TRP;COL-SnCl;;0.42;mg/l;Fair;
KEN00009;1985-08-08;12:00;0.0;SO4-Dis;SO4-TURB;;10.0;mg/l;Fair;
KEN00009;1985-08-08;12:00;0.0;Cl-Dis;T-COL-Hg-NO3-2;;2.0;mg/l;Fair;
KEN00009;1985-08-08;12:00;0.0;Mn-Dis;FAAS-AAc-D;;0.25;mg/l;Fair;
KEN00009;1985-08-08;12:00;0.0;Fe-Dis;FAAS-AAc-D;;0.09;mg/l;Fair;
KEN00009;1985-08-20;16:05;0.0;EC;EC-CND-Pt;;106.4;µS/cm;Fair;
KEN00009;1985-08-20;16:05;0.0;NO3N;COL-BRU;;1.8;mg/l;Fair;
KEN00009;1985-08-20;16:05;0.0;NH3N;COL-PHE-APHA1976;;0.3;mg/l;Fair;
KEN00009;1985-08-20;16:05;0.0;O2-Dis;O2-ISE;;6.8;mg/l;Fair;
KEN00009;1985-08-20;16:05;0.0;Alk-Tot;Alk-T-POT-TE-Auto;;50.0;mg/l;Fair;
KEN00009;1985-08-20;16:05;0.0;pH;pH-POT-25;;7.2;---;Fair;
KEN00009;1985-08-20;16:05;0.0;Cl-Dis;T-COL-Hg-NO3-2;;0.4;mg/l;Fair;
KEN00009;1985-08-20;16:05;0.0;Mn-Tot;FAAS-AAc-D-NA;;0.06;mg/l;Fair;
KEN00009;1985-08-20;16:05;0.0;Fe-Tot;FAAS-AAc-D-NA;;1.4;mg/l;Fair;
KEN00009;1987-10-04;12:00;0.3;EC;EC-CND-Pt;;124.0;µS/cm;Fair;
KEN00009;1987-10-04;12:00;0.3;NO2N;COL-AZO;<;0.01;mg/l;Fair;
KEN00009;1987-10-04;12:00;0.3;F-Dis;COL-SPADNS;;0.2;mg/l;Fair;
KEN00009;1987-10-04;12:00;0.3;Alk-Tot;Alk-T-D1067-B;;36.0;mg/l;Fair;
KEN00009;1987-10-04;12:00;0.3;pH;pH-POT-25;;6.4;---;Fair;
KEN00009;1987-10-04;12:00;0.3;Na-Dis;FPD;;7.0;mg/l;Fair;
KEN00009;1987-10-04;12:00;0.3;Mg-Dis;T-COL-EDTA-EBT;;3.9;mg/l;Fair;
KEN00009;1987-10-04;12:00;0.3;TRP;COL-SnCl;;0.01;mg/l;Fair;
KEN00009;1987-10-04;12:00;0.3;SO4-Dis;COL-MTB;<;0.03;mg/l;Fair;
KEN00009;1987-10-04;12:00;0.3;Cl-Dis;T-COL-Hg-NO3-2;;4.0;mg/l;Fair;
KEN00009;1987-10-04;12:00;0.3;Ca-Dis;T-COL-EDTA-HNB;;1.6;mg/l;Fair;
KEN00009;1987-10-04;12:00;0.3;Mn-Tot;FAAS-AAc-D-NA;;0.2;mg/l;Fair;
KEN00009;1987-10-04;12:00;0.3;Fe-Tot;COL-TPTZ-TOT;;9.0;mg/l;Fair;
KEN00010;1978-06-10;12:00;0.0;Ca-Dis;T-COL-EDTA-HNB;;4.57;mg/l;Fair;
KEN00010;1978-06-10;12:00;0.0;DRP;COL-SnCl;;48.0;mg/l;Fair;
KEN00010;1978-06-10;12:00;0.0;SiO2-Rea;COL-HB;;35.8;mg/l;Fair;
KEN00010;1978-06-10;12:00;0.0;Mg-Tot;T-COL-EDTA-EBT;;2.77;mg/l;Fair;
KEN00010;1978-09-09;12:00;0.0;NH3N;COL-PHE-APHA1976;<;0.02;mg/l;Fair;
KEN00010;1978-09-09;12:00;0.0;COD;T-COL-K2CrO7;;10.6;mg/l;Fair;
KEN00010;1978-09-09;12:00;0.0;SiO2-Rea;COL-HB;;12.1;mg/l;Fair;
KEN00010;1978-09-09;12:00;0.0;DRP;COL-SnCl;<;0.02;mg/l;Fair;
KEN00010;1978-10-06;12:00;0.0;Phyt-B;CT-CC;;0.0469;mg/m³;Fair;
KEN00010;1978-10-06;12:00;0.0;Ca-Dis;T-COL-EDTA-HNB;;3.92;mg/l;Fair;
KEN00010;1978-10-06;12:00;0.0;Cl-Dis;COL-SCN-Auto;;3.0;mg/l;Fair;
KEN00010;1978-10-06;12:00;0.0;DRP;COL-SnCl;;79.5;mg/l;Fair;
KEN00010;1978-10-06;12:00;0.0;SiO2-Rea;COL-HB;;13.85;mg/l;Fair;
KEN00010;1978-10-06;12:00;0.0;Mg-Tot;T-COL-EDTA-EBT;;1.31;mg/l;Fair;
KEN00010;1978-10-06;12:00;0.0;COD;T-COL-K2CrO7;;3.7;mg/l;Fair;
KEN00010;1978-10-06;12:00;0.0;NH3N;COL-PHE-APHA1976;;117.0;mg/l;Suspect;
KEN00010;1978-10-26;12:00;0.0;NH3N;COL-PHE-APHA1976;<;0.02;mg/l;Fair;
KEN00010;1978-10-26;12:00;0.0;COD;T-COL-K2CrO7;;4.2;mg/l;Fair;
KEN00010;1978-10-26;12:00;0.0;SiO2-Rea;COL-HB;;22.25;mg/l;Fair;
KEN00010;1978-10-26;12:00;0.0;DRP;COL-SnCl;<;0.02;mg/l;Fair;
KEN00010;1978-10-26;12:00;0.0;SO4-Dis;COL-MTB;;34.4;mg/l;Fair;
KEN00010;1978-10-26;12:00;0.0;Cl-Dis;COL-SCN-Auto;;2.5;mg/l;Fair;
KEN00010;1978-11-11;12:00;0.0;NH3N;COL-PHE-APHA1976;<;0.02;mg/l;Fair;
KEN00010;1978-11-11;12:00;0.0;COD;T-COL-K2CrO7;;1.5;mg/l;Fair;
KEN00010;1978-11-11;12:00;0.0;TSS;TSS-G;;10.0;mg/l;Fair;
KEN00010;1978-11-11;12:00;0.0;SiO2-Rea;COL-HB;;27.55;mg/l;Fair;
KEN00010;1978-11-11;12:00;0.0;DRP;COL-SnCl;;465.5;mg/l;Suspect;
KEN00010;1978-11-11;12:00;0.0;SO4-Dis;COL-MTB;;4.8;mg/l;Fair;
KEN00010;1978-11-11;12:00;0.0;Cl-Dis;COL-SCN-Auto;;2.5;mg/l;Fair;
KEN00010;1978-12-16;12:00;0.0;NH3N;COL-PHE-APHA1976;;310.5;mg/l;Suspect;
KEN00010;1978-12-16;12:00;0.0;COD;T-COL-K2CrO7;;9.5;mg/l;Fair;
KEN00010;1978-12-16;12:00;0.0;SiO2-Rea;COL-HB;;5.0625;mg/l;Fair;
KEN00010;1978-12-16;12:00;0.0;DRP;COL-SnCl;;620.0;mg/l;Suspect;
KEN00010;1978-12-16;12:00;0.0;Cl-Dis;COL-SCN-Auto;;5.0;mg/l;Fair;
KEN00010;1979-01-23;12:00;0.0;EC;EC-CND-Pt;;130.0;µS/cm;Fair;
KEN00010;1979-01-23;12:00;0.0;COD;T-COL-K2CrO7;;1.6;mg/l;Fair;
KEN00010;1979-01-23;12:00;0.0;pH;pH-POT;;8.2;---;Fair;
KEN00010;1979-01-23;12:00;0.0;Mg-Tot;T-COL-EDTA-EBT;;2.3;mg/l;Fair;
KEN00010;1979-01-23;12:00;0.0;SiO2-Rea;COL-HB;;2.75;mg/l;Fair;
KEN00010;1979-01-23;12:00;0.0;Cl-Dis;COL-SCN-Auto;;2.5;mg/l;Fair;
KEN00010;1979-01-23;12:00;0.0;Ca-Dis;T-COL-EDTA-HNB;;6.0;mg/l;Fair;
KEN00010;1979-12-15;12:00;0.0;K-Tot;FPD;;6.4;mg/l;Fair;
KEN00010;1979-12-15;12:00;0.0;DRP;COL-SnCl;;31.5;mg/l;Fair;
KEN00010;1979-12-15;12:00;0.0;SiO2-Rea;COL-HB;;16.2;mg/l;Fair;
KEN00010;1979-12-15;12:00;0.0;Na-Tot;FPD;;20.0;mg/l;Fair;
KEN00010;1980-01-15;12:00;0.0;Na-Tot;FPD;;20.5;mg/l;Fair;
KEN00010;1980-01-15;12:00;0.0;K-Tot;FPD;;5.1;mg/l;Fair;
KEN00010;1980-05-15;12:00;0.0;K-Tot;FPD;;4.8;mg/l;Fair;
KEN00010;1980-05-15;12:00;0.0;Na-Tot;FPD;;12.5;mg/l;Fair;
KEN00010;1980-06-15;12:00;0.0;K-Tot;FPD;;2.8;mg/l;Fair;
KEN00010;1980-06-15;12:00;0.0;DRP;COL-SnCl;;86.0;mg/l;Fair;
KEN00010;1980-06-15;12:00;0.0;Na-Tot;FPD;;9.75;mg/l;Fair;
KEN00010;1980-06-16;12:00;0.0;DRP;COL-SnCl;;35.0;mg/l;Fair;
KEN00010;1980-11-15;12:00;0.0;Ca-Dis;T-COL-EDTA-HNB;;3.2;mg/l;Fair;
KEN00010;1980-11-15;12:00;0.0;K-Tot;FPD;;6.4;mg/l;Fair;
KEN00010;1980-11-15;12:00;0.0;Cl-Dis;COL-SCN-Auto;;5.0;mg/l;Fair;
KEN00010;1980-11-15;12:00;0.0;SO4-Dis;COL-MTB;;6.5;mg/l;Fair;
KEN00010;1980-11-15;12:00;0.0;DRP;COL-SnCl;;13.0;mg/l;Fair;
KEN00010;1980-11-15;12:00;0.0;SiO2-Rea;COL-HB;;8.0;mg/l;Fair;
KEN00010;1980-11-15;12:00;0.0;Mg-Tot;T-COL-EDTA-EBT;;3.2;mg/l;Fair;
KEN00010;1980-11-15;12:00;0.0;Na-Tot;FPD;;11.6;mg/l;Fair;
KEN00010;1980-11-15;12:00;0.0;pH;pH-POT;;7.3;---;Fair;
KEN00010;1980-11-15;12:00;0.0;NH3N;COL-PHE-APHA1976;;120.0;mg/l;Suspect;
KEN00010;1980-11-15;12:00;0.0;EC;EC-CND-Pt;;130.0;µS/cm;Fair;
KEN00010;1981-01-22;12:00;0.3;Q-Inst;W-Q-GAUGE;;9.117;m³/s;Fair;
KEN00010;1981-01-22;12:00;0.3;Fe-Tot;FAAS-AAc-D-NA;;3.4;mg/l;Fair;
KEN00010;1981-01-22;12:00;0.3;Mn-Tot;FAAS-AAc-D-NA;;0.3;mg/l;Fair;
KEN00010;1981-01-22;12:00;0.3;Ca-Dis;T-COL-EDTA-HNB;;6.9;mg/l;Fair;
KEN00010;1981-01-22;12:00;0.3;Cl-Dis;T-COL-Hg-NO3-2;;12.9;mg/l;Fair;
KEN00010;1981-01-22;12:00;0.3;Mg-Dis;T-COL-EDTA-EBT;;3.4;mg/l;Fair;
KEN00010;1981-01-22;12:00;0.3;pH;pH-POT-25;;6.2;---;Fair;
KEN00010;1981-01-22;12:00;0.3;Alk-Tot;Alk-T-POT-TE-Auto;;79.0;mg/l;Fair;
KEN00010;1981-01-22;12:00;0.3;O2-Dis;O2-ISE;;2.8;mg/l;Fair;
KEN00010;1981-01-22;12:00;0.3;TEMP;TEMP-THERMISTOR;;20.0;°C;Fair;
KEN00010;1981-01-22;12:00;0.3;EC;EC-CND-Pt;;310.0;µS/cm;Fair;
KEN00010;1981-02-27;12:00;0.3;Q-Inst;W-Q-GAUGE;;7.128;m³/s;Fair;
KEN00010;1981-02-27;12:00;0.3;Fe-Tot;FAAS-AAc-D-NA;;3.3;mg/l;Fair;
KEN00010;1981-02-27;12:00;0.3;Mn-Tot;FAAS-AAc-D-NA;;0.2;mg/l;Fair;
KEN00010;1981-02-27;12:00;0.3;Ca-Dis;T-COL-EDTA-HNB;;10.1;mg/l;Fair;
KEN00010;1981-02-27;12:00;0.3;Cl-Dis;T-COL-Hg-NO3-2;;20.0;mg/l;Fair;
KEN00010;1981-02-27;12:00;0.3;Mg-Dis;T-COL-EDTA-EBT;;5.4;mg/l;Fair;
KEN00010;1981-02-27;12:00;0.3;pH;pH-POT-25;;5.8;---;Fair;
KEN00010;1981-02-27;12:00;0.3;Alk-Tot;Alk-T-POT-TE-Auto;;98.0;mg/l;Fair;
KEN00010;1981-02-27;12:00;0.3;O2-Dis;O2-ISE;;0.7;mg/l;Fair;
